Date,HomeTeam,AwayTeam,HomeGoal,AwayGoal,Result
10/4/2017,Edmonton Oilers,Calgary Flames,3,0,H
10/4/2017,Pittsburgh Penguins,St. Louis Blues,4,5,A
10/4/2017,San Jose Sharks,Philadelphia Flyers,3,5,A
10/4/2017,Winnipeg Jets,Toronto Maple Leafs,2,7,A
10/5/2017,Anaheim Ducks,Arizona Coyotes,5,4,H
10/5/2017,Boston Bruins,Nashville Predators,4,3,H
10/5/2017,Buffalo Sabres,Montreal Canadiens,2,3,A
10/5/2017,Chicago Blackhawks,Pittsburgh Penguins,10,1,H
10/5/2017,Detroit Red Wings,Minnesota Wild,4,2,H
10/5/2017,Los Angeles Kings,Philadelphia Flyers,2,0,H
10/5/2017,New York Rangers,Colorado Avalanche,2,4,A
10/5/2017,Ottawa Senators,Washington Capitals,4,5,A
10/6/2017,Columbus Blue Jackets,New York Islanders,5,0,H
10/6/2017,Dallas Stars,Vegas Golden Knights,1,2,A
10/6/2017,Tampa Bay Lightning,Florida Panthers,5,3,H
10/7/2017,Anaheim Ducks,Philadelphia Flyers,2,3,A
10/7/2017,Arizona Coyotes,Vegas Golden Knights,1,2,A
10/7/2017,Carolina Hurricanes,Minnesota Wild,5,4,H
10/7/2017,Calgary Flames,Winnipeg Jets,6,3,H
10/7/2017,Chicago Blackhawks,Columbus Blue Jackets,5,1,H
10/7/2017,Florida Panthers,Tampa Bay Lightning,5,4,H
10/7/2017,New Jersey Devils,Colorado Avalanche,4,1,H
10/7/2017,New York Islanders,Buffalo Sabres,6,3,H
10/7/2017,Ottawa Senators,Detroit Red Wings,1,2,A
10/7/2017,Pittsburgh Penguins,Nashville Predators,4,0,H
10/7/2017,San Jose Sharks,Los Angeles Kings,1,4,A
10/7/2017,St. Louis Blues,Dallas Stars,4,2,H
10/7/2017,Toronto Maple Leafs,New York Rangers,8,5,H
10/7/2017,Vancouver Canucks,Edmonton Oilers,3,2,H
10/7/2017,Washington Capitals,Montreal Canadiens,6,1,H
10/8/2017,New York Rangers,Montreal Canadiens,2,0,H
10/9/2017,Anaheim Ducks,Calgary Flames,0,2,A
10/9/2017,Boston Bruins,Colorado Avalanche,0,4,A
10/9/2017,Buffalo Sabres,New Jersey Devils,2,6,A
10/9/2017,Edmonton Oilers,Winnipeg Jets,2,5,A
10/9/2017,New York Islanders,St. Louis Blues,2,3,A
10/9/2017,Tampa Bay Lightning,Washington Capitals,4,3,H
10/9/2017,Toronto Maple Leafs,Chicago Blackhawks,4,3,H
10/10/2017,Carolina Hurricanes,Columbus Blue Jackets,1,2,A
10/10/2017,Dallas Stars,Detroit Red Wings,4,2,H
10/10/2017,Montreal Canadiens,Chicago Blackhawks,1,3,A
10/10/2017,Nashville Predators,Philadelphia Flyers,6,5,H
10/10/2017,New York Rangers,St. Louis Blues,1,3,A
10/10/2017,Vancouver Canucks,Ottawa Senators,2,3,A
10/10/2017,Vegas Golden Knights,Arizona Coyotes,5,2,H
10/11/2017,Anaheim Ducks,New York Islanders,3,2,H
10/11/2017,Colorado Avalanche,Boston Bruins,6,3,H
10/11/2017,Los Angeles Kings,Calgary Flames,3,4,A
10/11/2017,Toronto Maple Leafs,New Jersey Devils,3,6,A
10/11/2017,Washington Capitals,Pittsburgh Penguins,2,3,A
10/12/2017,Arizona Coyotes,Detroit Red Wings,2,4,A
10/12/2017,Chicago Blackhawks,Minnesota Wild,2,5,A
10/12/2017,Florida Panthers,St. Louis Blues,5,2,H
10/12/2017,Nashville Predators,Dallas Stars,4,1,H
10/12/2017,San Jose Sharks,Buffalo Sabres,3,2,H
10/12/2017,Tampa Bay Lightning,Pittsburgh Penguins,5,4,H
10/12/2017,Vancouver Canucks,Winnipeg Jets,2,4,A
10/13/2017,Columbus Blue Jackets,New York Rangers,3,1,H
10/13/2017,Calgary Flames,Ottawa Senators,0,6,A
10/13/2017,Colorado Avalanche,Anaheim Ducks,3,1,H
10/13/2017,New Jersey Devils,Washington Capitals,2,5,A
10/13/2017,Vegas Golden Knights,Detroit Red Wings,3,6,A
10/14/2017,Arizona Coyotes,Boston Bruins,2,6,A
10/14/2017,Chicago Blackhawks,Nashville Predators,2,1,H
10/14/2017,Dallas Stars,Colorado Avalanche,3,1,H
10/14/2017,Edmonton Oilers,Ottawa Senators,1,6,A
10/14/2017,Los Angeles Kings,Buffalo Sabres,4,2,H
10/14/2017,Minnesota Wild,Columbus Blue Jackets,4,5,A
10/14/2017,Montreal Canadiens,Toronto Maple Leafs,3,4,A
10/14/2017,New York Rangers,New Jersey Devils,2,3,A
10/14/2017,Philadelphia Flyers,Washington Capitals,8,2,H
10/14/2017,Pittsburgh Penguins,Florida Panthers,4,3,H
10/14/2017,San Jose Sharks,New York Islanders,1,3,A
10/14/2017,Tampa Bay Lightning,St. Louis Blues,2,1,H
10/14/2017,Vancouver Canucks,Calgary Flames,2,5,A
10/14/2017,Winnipeg Jets,Carolina Hurricanes,2,1,H
10/15/2017,Anaheim Ducks,Buffalo Sabres,1,3,A
10/15/2017,Los Angeles Kings,New York Islanders,3,2,H
10/15/2017,Vegas Golden Knights,Boston Bruins,3,1,H
10/16/2017,Detroit Red Wings,Tampa Bay Lightning,2,3,A
10/17/2017,Dallas Stars,Arizona Coyotes,3,1,H
10/17/2017,Edmonton Oilers,Carolina Hurricanes,3,5,A
10/17/2017,New Jersey Devils,Tampa Bay Lightning,5,4,H
10/17/2017,Nashville Predators,Colorado Avalanche,4,1,H
10/17/2017,New York Rangers,Pittsburgh Penguins,4,5,A
10/17/2017,Ottawa Senators,Vancouver Canucks,0,3,A
10/17/2017,Philadelphia Flyers,Florida Panthers,5,1,H
10/17/2017,San Jose Sharks,Montreal Canadiens,5,2,H
10/17/2017,Vegas Golden Knights,Buffalo Sabres,5,4,H
10/17/2017,Winnipeg Jets,Columbus Blue Jackets,2,5,A
10/17/2017,Washington Capitals,Toronto Maple Leafs,0,2,A
10/18/2017,Los Angeles Kings,Montreal Canadiens,5,1,H
10/18/2017,St. Louis Blues,Chicago Blackhawks,5,2,H
10/18/2017,Toronto Maple Leafs,Detroit Red Wings,6,3,H
10/19/2017,Arizona Coyotes,Dallas Stars,4,5,A
10/19/2017,Boston Bruins,Vancouver Canucks,6,3,H
10/19/2017,Columbus Blue Jackets,Tampa Bay Lightning,0,2,A
10/19/2017,Calgary Flames,Carolina Hurricanes,1,2,A
10/19/2017,Chicago Blackhawks,Edmonton Oilers,1,2,A
10/19/2017,Colorado Avalanche,St. Louis Blues,3,4,A
10/19/2017,New York Rangers,New York Islanders,3,4,A
10/19/2017,Ottawa Senators,New Jersey Devils,4,5,A
10/19/2017,Philadelphia Flyers,Nashville Predators,0,1,A
10/20/2017,Anaheim Ducks,Montreal Canadiens,6,2,H
10/20/2017,Buffalo Sabres,Vancouver Canucks,2,4,A
10/20/2017,Detroit Red Wings,Washington Capitals,3,4,A
10/20/2017,Florida Panthers,Pittsburgh Penguins,3,4,A
10/20/2017,New Jersey Devils,San Jose Sharks,0,3,A
10/20/2017,Winnipeg Jets,Minnesota Wild,4,3,H
10/21/2017,Arizona Coyotes,Chicago Blackhawks,2,4,A
10/21/2017,Boston Bruins,Buffalo Sabres,4,5,A
10/21/2017,Columbus Blue Jackets,Los Angeles Kings,4,6,A
10/21/2017,Calgary Flames,Minnesota Wild,2,4,A
10/21/2017,Dallas Stars,Carolina Hurricanes,4,3,H
10/21/2017,New York Islanders,San Jose Sharks,5,3,H
10/21/2017,New York Rangers,Nashville Predators,4,2,H
10/21/2017,Ottawa Senators,Toronto Maple Leafs,6,3,H
10/21/2017,Philadelphia Flyers,Edmonton Oilers,2,1,H
10/21/2017,Tampa Bay Lightning,Pittsburgh Penguins,7,1,H
10/21/2017,Vegas Golden Knights,St. Louis Blues,3,2,H
10/21/2017,Washington Capitals,Florida Panthers,1,4,A
10/22/2017,Detroit Red Wings,Vancouver Canucks,1,4,A
10/23/2017,New York Rangers,San Jose Sharks,1,4,A
10/23/2017,Toronto Maple Leafs,Los Angeles Kings,3,2,H
10/24/2017,Buffalo Sabres,Detroit Red Wings,1,0,H
10/24/2017,Carolina Hurricanes,Tampa Bay Lightning,1,5,A
10/24/2017,Colorado Avalanche,Dallas Stars,5,3,H
10/24/2017,Minnesota Wild,Vancouver Canucks,0,1,A
10/24/2017,Montreal Canadiens,Florida Panthers,5,1,H
10/24/2017,Nashville Predators,Calgary Flames,2,3,A
10/24/2017,New York Islanders,Arizona Coyotes,5,3,H
10/24/2017,Ottawa Senators,Los Angeles Kings,2,3,A
10/24/2017,Philadelphia Flyers,Anaheim Ducks,2,6,A
10/24/2017,Pittsburgh Penguins,Edmonton Oilers,2,1,H
10/24/2017,Vegas Golden Knights,Chicago Blackhawks,4,2,H
10/25/2017,Columbus Blue Jackets,Buffalo Sabres,5,1,H
10/25/2017,St. Louis Blues,Calgary Flames,5,2,H
10/26/2017,Boston Bruins,San Jose Sharks,2,1,H
10/26/2017,Edmonton Oilers,Dallas Stars,5,4,H
10/26/2017,Florida Panthers,Anaheim Ducks,8,3,H
10/26/2017,Minnesota Wild,New York Islanders,6,4,H
10/26/2017,Montreal Canadiens,Los Angeles Kings,0,4,A
10/26/2017,New York Rangers,Arizona Coyotes,5,2,H
10/26/2017,Ottawa Senators,Philadelphia Flyers,5,4,H
10/26/2017,Pittsburgh Penguins,Winnipeg Jets,2,1,H
10/26/2017,Tampa Bay Lightning,Detroit Red Wings,3,2,H
10/26/2017,Toronto Maple Leafs,Carolina Hurricanes,3,6,A
10/26/2017,Vancouver Canucks,Washington Capitals,6,2,H
10/27/2017,Carolina Hurricanes,St. Louis Blues,1,2,A
10/27/2017,Columbus Blue Jackets,Winnipeg Jets,2,1,H
10/27/2017,Calgary Flames,Dallas Stars,1,2,A
10/27/2017,Chicago Blackhawks,Nashville Predators,1,2,A
10/27/2017,New Jersey Devils,Ottawa Senators,5,4,H
10/27/2017,Vegas Golden Knights,Colorado Avalanche,7,0,H
10/28/2017,Boston Bruins,Los Angeles Kings,1,2,A
10/28/2017,Buffalo Sabres,San Jose Sharks,2,3,A
10/28/2017,Colorado Avalanche,Chicago Blackhawks,6,3,H
10/28/2017,Edmonton Oilers,Washington Capitals,2,5,A
10/28/2017,Florida Panthers,Detroit Red Wings,2,3,A
10/28/2017,Minnesota Wild,Pittsburgh Penguins,2,1,H
10/28/2017,Montreal Canadiens,New York Rangers,5,4,H
10/28/2017,New Jersey Devils,Arizona Coyotes,4,3,H
10/28/2017,Nashville Predators,New York Islanders,2,6,A
10/28/2017,St. Louis Blues,Columbus Blue Jackets,4,1,H
10/28/2017,Tampa Bay Lightning,Anaheim Ducks,1,4,A
10/28/2017,Toronto Maple Leafs,Philadelphia Flyers,2,4,A
10/29/2017,Carolina Hurricanes,Anaheim Ducks,3,4,A
10/29/2017,Calgary Flames,Washington Capitals,2,1,H
10/29/2017,Winnipeg Jets,Pittsburgh Penguins,7,1,H
10/30/2017,Columbus Blue Jackets,Boston Bruins,4,3,H
10/30/2017,Florida Panthers,Tampa Bay Lightning,5,8,A
10/30/2017,New York Islanders,Vegas Golden Knights,6,3,H
10/30/2017,Ottawa Senators,Montreal Canadiens,3,8,A
10/30/2017,Philadelphia Flyers,Arizona Coyotes,3,4,A
10/30/2017,San Jose Sharks,Toronto Maple Leafs,3,2,H
10/30/2017,St. Louis Blues,Los Angeles Kings,4,2,H
10/30/2017,Vancouver Canucks,Dallas Stars,1,2,A
10/31/2017,Detroit Red Wings,Arizona Coyotes,5,3,H
10/31/2017,Minnesota Wild,Winnipeg Jets,1,2,A
10/31/2017,New York Rangers,Vegas Golden Knights,6,4,H
11/1/2017,Anaheim Ducks,Toronto Maple Leafs,1,3,A
11/1/2017,Chicago Blackhawks,Philadelphia Flyers,3,0,H
11/1/2017,Edmonton Oilers,Pittsburgh Penguins,2,3,A
11/1/2017,San Jose Sharks,Nashville Predators,4,1,H
11/1/2017,Vancouver Canucks,New Jersey Devils,0,2,A
11/2/2017,Arizona Coyotes,Buffalo Sabres,4,5,A
11/2/2017,Boston Bruins,Vegas Golden Knights,2,1,H
11/2/2017,Calgary Flames,Pittsburgh Penguins,2,1,H
11/2/2017,Colorado Avalanche,Carolina Hurricanes,5,3,H
11/2/2017,Florida Panthers,Columbus Blue Jackets,3,7,A
11/2/2017,Los Angeles Kings,Toronto Maple Leafs,5,3,H
11/2/2017,Minnesota Wild,Montreal Canadiens,6,3,H
11/2/2017,Ottawa Senators,Detroit Red Wings,3,1,H
11/2/2017,St. Louis Blues,Philadelphia Flyers,0,2,A
11/2/2017,Tampa Bay Lightning,New York Rangers,1,2,A
11/2/2017,Winnipeg Jets,Dallas Stars,5,2,H
11/2/2017,Washington Capitals,New York Islanders,4,3,H
11/3/2017,Anaheim Ducks,Nashville Predators,3,5,A
11/3/2017,Edmonton Oilers,New Jersey Devils,6,3,H
11/4/2017,Arizona Coyotes,Carolina Hurricanes,2,1,H
11/4/2017,Boston Bruins,Washington Capitals,2,3,A
11/4/2017,Dallas Stars,Buffalo Sabres,5,1,H
11/4/2017,Florida Panthers,New York Rangers,4,5,A
11/4/2017,Los Angeles Kings,Nashville Predators,3,4,A
11/4/2017,Minnesota Wild,Chicago Blackhawks,0,2,A
11/4/2017,Ottawa Senators,Vegas Golden Knights,4,5,A
11/4/2017,Philadelphia Flyers,Colorado Avalanche,4,5,A
11/4/2017,San Jose Sharks,Anaheim Ducks,2,1,H
11/4/2017,St. Louis Blues,Toronto Maple Leafs,6,4,H
11/4/2017,Tampa Bay Lightning,Columbus Blue Jackets,5,4,H
11/4/2017,Vancouver Canucks,Pittsburgh Penguins,4,2,H
11/4/2017,Winnipeg Jets,Montreal Canadiens,4,5,A
11/5/2017,Calgary Flames,New Jersey Devils,5,4,H
11/5/2017,Chicago Blackhawks,Montreal Canadiens,0,2,A
11/5/2017,Edmonton Oilers,Detroit Red Wings,0,4,A
11/5/2017,New York Islanders,Colorado Avalanche,6,4,H
11/6/2017,Boston Bruins,Minnesota Wild,5,3,H
11/6/2017,Dallas Stars,Winnipeg Jets,1,4,A
11/6/2017,New York Rangers,Columbus Blue Jackets,5,3,H
11/6/2017,Toronto Maple Leafs,Vegas Golden Knights,4,3,H
11/6/2017,Vancouver Canucks,Detroit Red Wings,2,3,A
11/6/2017,Washington Capitals,Arizona Coyotes,3,2,H
11/7/2017,Anaheim Ducks,Los Angeles Kings,3,4,A
11/7/2017,Buffalo Sabres,Washington Capitals,3,1,H
11/7/2017,Carolina Hurricanes,Florida Panthers,3,1,H
11/7/2017,Columbus Blue Jackets,Nashville Predators,1,3,A
11/7/2017,Calgary Flames,Vancouver Canucks,3,5,A
11/7/2017,Montreal Canadiens,Vegas Golden Knights,3,2,H
11/7/2017,New Jersey Devils,St. Louis Blues,1,3,A
11/7/2017,New York Islanders,Edmonton Oilers,1,2,A
11/7/2017,Pittsburgh Penguins,Arizona Coyotes,3,1,H
11/8/2017,New York Rangers,Boston Bruins,4,2,H
11/8/2017,San Jose Sharks,Tampa Bay Lightning,1,5,A
11/8/2017,Toronto Maple Leafs,Minnesota Wild,4,2,H
11/9/2017,Anaheim Ducks,Vancouver Canucks,4,1,H
11/9/2017,Calgary Flames,Detroit Red Wings,6,3,H
11/9/2017,Los Angeles Kings,Tampa Bay Lightning,2,5,A
11/9/2017,Montreal Canadiens,Minnesota Wild,0,3,A
11/9/2017,New Jersey Devils,Edmonton Oilers,2,3,A
11/9/2017,Philadelphia Flyers,Chicago Blackhawks,3,1,H
11/9/2017,St. Louis Blues,Arizona Coyotes,3,2,H
11/10/2017,Buffalo Sabres,Florida Panthers,1,4,A
11/10/2017,Columbus Blue Jackets,Carolina Hurricanes,1,3,A
11/10/2017,Colorado Avalanche,Ottawa Senators,3,4,A
11/10/2017,Dallas Stars,New York Islanders,5,0,H
11/10/2017,Toronto Maple Leafs,Boston Bruins,3,2,H
11/10/2017,Vegas Golden Knights,Winnipeg Jets,5,2,H
11/10/2017,Washington Capitals,Pittsburgh Penguins,4,1,H
11/11/2017,Arizona Coyotes,Winnipeg Jets,1,4,A
11/11/2017,Boston Bruins,Toronto Maple Leafs,1,4,A
11/11/2017,Carolina Hurricanes,Chicago Blackhawks,3,4,A
11/11/2017,Detroit Red Wings,Columbus Blue Jackets,1,2,A
11/11/2017,Montreal Canadiens,Buffalo Sabres,2,1,H
11/11/2017,New Jersey Devils,Florida Panthers,2,1,H
11/11/2017,Nashville Predators,Pittsburgh Penguins,5,4,H
11/11/2017,New York Rangers,Edmonton Oilers,4,2,H
11/11/2017,Ottawa Senators,Colorado Avalanche,4,3,H
11/11/2017,Philadelphia Flyers,Minnesota Wild,0,1,A
11/11/2017,San Jose Sharks,Vancouver Canucks,5,0,H
11/11/2017,St. Louis Blues,New York Islanders,2,5,A
11/12/2017,Anaheim Ducks,Tampa Bay Lightning,1,2,A
11/12/2017,Chicago Blackhawks,New Jersey Devils,5,7,A
11/12/2017,Los Angeles Kings,San Jose Sharks,1,2,A
11/12/2017,Washington Capitals,Edmonton Oilers,2,1,H
11/13/2017,Carolina Hurricanes,Dallas Stars,5,1,H
11/13/2017,Calgary Flames,St. Louis Blues,7,4,H
11/14/2017,Edmonton Oilers,Vegas Golden Knights,8,2,H
11/14/2017,Florida Panthers,Dallas Stars,4,3,H
11/14/2017,Los Angeles Kings,Vancouver Canucks,2,3,A
11/14/2017,Minnesota Wild,Philadelphia Flyers,3,0,H
11/14/2017,Montreal Canadiens,Columbus Blue Jackets,1,2,A
11/14/2017,Nashville Predators,Washington Capitals,6,3,H
11/14/2017,Pittsburgh Penguins,Buffalo Sabres,5,4,H
11/14/2017,Winnipeg Jets,Arizona Coyotes,4,1,H
11/15/2017,Anaheim Ducks,Boston Bruins,4,2,H
11/15/2017,Chicago Blackhawks,New York Rangers,6,3,H
11/15/2017,Detroit Red Wings,Calgary Flames,8,2,H
11/16/2017,Colorado Avalanche,Washington Capitals,6,2,H
11/16/2017,Edmonton Oilers,St. Louis Blues,1,4,A
11/16/2017,Los Angeles Kings,Boston Bruins,1,2,A
11/16/2017,Minnesota Wild,Nashville Predators,6,4,H
11/16/2017,Montreal Canadiens,Arizona Coyotes,4,5,A
11/16/2017,New York Islanders,Carolina Hurricanes,6,4,H
11/16/2017,Ottawa Senators,Pittsburgh Penguins,1,3,A
11/16/2017,San Jose Sharks,Florida Panthers,0,2,A
11/16/2017,Tampa Bay Lightning,Dallas Stars,6,1,H
11/16/2017,Toronto Maple Leafs,New Jersey Devils,1,0,H
11/16/2017,Vancouver Canucks,Vegas Golden Knights,2,5,A
11/16/2017,Winnipeg Jets,Philadelphia Flyers,3,2,H
11/17/2017,Columbus Blue Jackets,New York Rangers,2,0,H
11/17/2017,Detroit Red Wings,Buffalo Sabres,3,1,H
11/18/2017,Buffalo Sabres,Carolina Hurricanes,1,3,A
11/18/2017,Dallas Stars,Edmonton Oilers,6,3,H
11/18/2017,Los Angeles Kings,Florida Panthers,4,0,H
11/18/2017,Montreal Canadiens,Toronto Maple Leafs,0,6,A
11/18/2017,Nashville Predators,Colorado Avalanche,5,2,H
11/18/2017,Ottawa Senators,Arizona Coyotes,2,3,A
11/18/2017,Philadelphia Flyers,Calgary Flames,4,5,A
11/18/2017,Pittsburgh Penguins,Chicago Blackhawks,1,2,A
11/18/2017,San Jose Sharks,Boston Bruins,1,3,A
11/18/2017,Tampa Bay Lightning,New York Islanders,3,5,A
11/18/2017,Vancouver Canucks,St. Louis Blues,3,4,A
11/18/2017,Winnipeg Jets,New Jersey Devils,5,2,H
11/18/2017,Washington Capitals,Minnesota Wild,3,1,H
11/19/2017,Anaheim Ducks,Florida Panthers,3,2,H
11/19/2017,Carolina Hurricanes,New York Islanders,4,2,H
11/19/2017,Detroit Red Wings,Colorado Avalanche,3,4,A
11/19/2017,New York Rangers,Ottawa Senators,3,0,H
11/19/2017,Vegas Golden Knights,Los Angeles Kings,4,2,H
11/20/2017,Buffalo Sabres,Columbus Blue Jackets,2,3,A
11/20/2017,Minnesota Wild,New Jersey Devils,3,4,A
11/20/2017,Nashville Predators,Winnipeg Jets,5,3,H
11/20/2017,San Jose Sharks,Anaheim Ducks,2,3,A
11/20/2017,Toronto Maple Leafs,Arizona Coyotes,1,4,A
11/20/2017,Washington Capitals,Calgary Flames,1,4,A
11/21/2017,Dallas Stars,Montreal Canadiens,3,1,H
11/21/2017,Philadelphia Flyers,Vancouver Canucks,2,5,A
11/21/2017,St. Louis Blues,Edmonton Oilers,8,3,H
11/22/2017,Anaheim Ducks,Vegas Golden Knights,2,4,A
11/22/2017,Arizona Coyotes,San Jose Sharks,1,3,A
11/22/2017,Buffalo Sabres,Minnesota Wild,4,5,A
11/22/2017,Carolina Hurricanes,New York Rangers,1,6,A
11/22/2017,Columbus Blue Jackets,Calgary Flames,1,0,H
11/22/2017,Colorado Avalanche,Dallas Stars,3,0,H
11/22/2017,Detroit Red Wings,Edmonton Oilers,2,6,A
11/22/2017,Florida Panthers,Toronto Maple Leafs,2,1,H
11/22/2017,Los Angeles Kings,Winnipeg Jets,1,2,A
11/22/2017,New Jersey Devils,Boston Bruins,2,3,A
11/22/2017,Nashville Predators,Montreal Canadiens,3,2,H
11/22/2017,New York Islanders,Philadelphia Flyers,4,3,H
11/22/2017,Pittsburgh Penguins,Vancouver Canucks,2,5,A
11/22/2017,Tampa Bay Lightning,Chicago Blackhawks,3,2,H
11/22/2017,Washington Capitals,Ottawa Senators,5,2,H
11/24/2017,Anaheim Ducks,Winnipeg Jets,1,4,A
11/24/2017,Arizona Coyotes,Los Angeles Kings,3,2,H
11/24/2017,Boston Bruins,Pittsburgh Penguins,4,3,H
11/24/2017,Buffalo Sabres,Edmonton Oilers,3,1,H
11/24/2017,Carolina Hurricanes,Toronto Maple Leafs,4,5,A
11/24/2017,Columbus Blue Jackets,Ottawa Senators,5,2,H
11/24/2017,Dallas Stars,Calgary Flames,6,4,H
11/24/2017,Minnesota Wild,Colorado Avalanche,3,2,H
11/24/2017,New Jersey Devils,Vancouver Canucks,3,2,H
11/24/2017,New York Rangers,Detroit Red Wings,2,1,H
11/24/2017,Philadelphia Flyers,New York Islanders,4,5,A
11/24/2017,St. Louis Blues,Nashville Predators,0,2,A
11/24/2017,Vegas Golden Knights,San Jose Sharks,5,4,H
11/24/2017,Washington Capitals,Tampa Bay Lightning,3,1,H
11/25/2017,Arizona Coyotes,Vegas Golden Knights,2,4,A
11/25/2017,Colorado Avalanche,Calgary Flames,2,3,A
11/25/2017,Detroit Red Wings,New Jersey Devils,3,4,A
11/25/2017,Florida Panthers,Chicago Blackhawks,1,4,A
11/25/2017,Los Angeles Kings,Anaheim Ducks,2,1,H
11/25/2017,Montreal Canadiens,Buffalo Sabres,3,0,H
11/25/2017,Ottawa Senators,New York Islanders,1,2,A
11/25/2017,Pittsburgh Penguins,Tampa Bay Lightning,5,2,H
11/25/2017,San Jose Sharks,Winnipeg Jets,4,0,H
11/25/2017,St. Louis Blues,Minnesota Wild,6,3,H
11/25/2017,Toronto Maple Leafs,Washington Capitals,2,4,A
11/26/2017,Boston Bruins,Edmonton Oilers,2,4,A
11/26/2017,Carolina Hurricanes,Nashville Predators,4,3,H
11/26/2017,New York Rangers,Vancouver Canucks,4,3,H
11/27/2017,Chicago Blackhawks,Anaheim Ducks,7,3,H
11/27/2017,Montreal Canadiens,Columbus Blue Jackets,3,1,H
